,Concentration (Nb)
Distance (nm),Ion Count,Ni ion%,Mo ion%,Nb ion%,Cr ion%,Fe ion%,Al ion%,Si ion%,Ti ion%,H2 ion%,O ion%,H ion%,P ion%,B ion%,Mn ion%,Ni ion% Sigma,Mo ion% Sigma,Nb ion% Sigma,Cr ion% Sigma,Fe ion% Sigma,Al ion% Sigma,Si ion% Sigma,Ti ion% Sigma,H2 ion% Sigma,O ion% Sigma,H ion% Sigma,P ion% Sigma,B ion% Sigma,Mn ion% Sigma
-1.0500000156462193,108858,52.29105807565819,1.9180951331091882,5.280273383674144,18.58659905565048,18.487387238420695,1.557074353745246,0.26640210182072055,1.3659997427841777,0.009186279373128296,0.033070605743261865,0.025721582244759227,0.028477466056697716,0.017453930808943762,0.13320105091036027,0.15138520448937504,0.041571849091177,0.06778260363227297,0.11790106780584556,0.1176576041287519,0.03752465917526971,0.015622818641675845,0.035181022432911796,0.0029048231723918312,0.005510856161043989,0.004860296945804049,0.005113975571182516,0.0040038568845080155,0.011054375554526647
-0.9500000141561031,100564,52.91655065430969,1.8764170080744602,5.909669464221789,17.796627023586968,17.77375601606937,1.7600731872240563,0.22572690028240722,1.5144584543176485,0.014915874468000476,0.022871007517600732,0.029831748936000952,0.02784296567360089,0.011932699574400381,0.11932699574400381,0.15740141411586508,0.042788800274527035,0.07435887710401974,0.1206125220016793,0.12055176234431987,0.041465614799635994,0.014965101798986849,0.03851178522670049,0.0038509749918148074,0.004768389348531577,0.005445694819241381,0.005261093348729167,0.003444468128308744,0.01088651345458045
-0.850000012665987,91696,53.7657040656081,1.8648577909614377,6.4899232245681375,16.976749258419126,16.829523643343222,1.8321409876112371,0.23447042400977142,1.761254580352469,0.015267841563426976,0.03598848368522073,0.030535683126853952,0.030535683126853952,0.01417728145175362,0.11887105217239574,0.1646491895502376,0.044674524853264744,0.08135304084543328,0.12398008752011318,0.12355072854287026,0.04428828971670975,0.015971992403077326,0.043438745656106496,0.004080190783359905,0.006263663478258034,0.005769820561648033,0.005769820561648033,0.003931791661390361,0.011379012620674082
-0.7500000111758709,83840,55.239742366412216,1.8404103053435115,7.148139312977099,15.75739503816794,15.794370229007635,1.8833492366412212,0.22423664122137404,1.8893129770992365,0.009541984732824428,0.026240458015267178,0.029818702290076337,0.029818702290076337,0.021469465648854963,0.10615458015267175,0.17173012110134644,0.04641924373018229,0.08897462674245786,0.12582949988711145,0.1259493951663507,0.0469473575525406,0.01633579160735181,0.04702020058120404,0.0033734400971907686,0.005593750389024962,0.005962851236715498,0.005962851236715498,0.005059858333169455,0.01124638895628533
-0.6500000096857548,75174,56.62064011493335,1.8969324500492193,8.161066326123393,14.37465081012052,14.362678585681218,1.9833985154441693,0.19820682682842472,2.1323861973554687,0.01862346023891239,0.030595684678213213,0.047888897757203286,0.027935190358368583,0.027935190358368583,0.11706175007316359,0.18075700101569578,0.04975461807088866,0.0998511429014488,0.12795757466598306,0.1279132190548251,0.050853515636476276,0.016221635807838038,0.05268883564336589,0.004976865615123499,0.006378665241229506,0.007979571608568251,0.006095106785093461,0.006095106785093461,0.012471518382764201
-0.5500000081956387,68301,58.075284402863794,1.8564881919737632,9.1301737895492,12.882681073483552,13.194535951157377,2.146381458543799,0.19911860734103454,2.30596916589801,0.020497503696871203,0.020497503696871203,0.03221036295222617,0.024889825917629317,0.020497503696871203,0.09077465922900103,0.18880661412789054,0.051649171747648555,0.11021376530305332,0.12818636939858122,0.12949621084021198,0.05545342411492363,0.017057272212778626,0.05743111278233663,0.005477626819432703,0.005477626819432703,0.006866166379722492,0.006035918180962069,0.005477626819432703,0.011523159632668957
-0.45000000670552254,61533,59.636292720978986,1.9241707701558513,9.871126062438043,11.577527505566119,11.593778947881624,2.2183218760665007,0.20639331740691988,2.7042400013001155,0.0195017307786066,0.0682560577251231,0.0195017307786066,0.03087774039946045,0.021126875010157153,0.10888466351388687,0.1977865696279982,0.05537946504642747,0.12024340806475828,0.12898380766008705,0.1290624415424887,0.05937272466315449,0.01829553571231244,0.06539063112603855,0.005629115789547847,0.01052854333741206,0.005629115789547847,0.007082745724787584,0.005858921855247877,0.013295134742730034
-0.3500000052154064,55269,60.64701731531238,1.8382818578226494,11.284807034684905,10.063507572056668,10.403662089055347,2.3756536213790733,0.17369592357379363,2.9799706888128967,0.014474660297816137,0.03980531581899437,0.03437731820731332,0.03256798567008631,0.02352132298395122,0.08865729432412384,0.20780344694699876,0.057139485139197976,0.1345876673160284,0.12796814023036104,0.12986659237178405,0.06477834166455021,0.017712363070017823,0.07232624089089744,0.0051171948374841465,0.008484832635843488,0.007885341950926722,0.0076750977212431916,0.006522873968853915,0.012659712147195492
-0.2500000037252903,49642,62.787558921880674,1.827081906450183,11.905241529350146,8.694250835985658,8.756697957374804,2.3870915756818825,0.15309616856693928,3.2271060795294306,0.022158655976793847,0.056403851577293426,0.0362596188711172,0.03223077232988195,0.022158655976793847,0.09266347044841063,0.21694829644371533,0.06011048379542115,0.14535149559368032,0.12645631143878075,0.12686623359903698,0.0685115087239787,0.017547886917742277,0.07931564309874659,0.006680345897140409,0.010656319459324267,0.008544924529046684,0.008056394449465968,0.006680345897140409,0.013656151814311346
-0.15000000223517418,45384,64.03578353604794,1.6922263352723426,13.108143839238497,7.332980786180151,7.491627005111933,2.573594218226688,0.160849638639168,3.37123215230037,0.011017098536929315,0.06610259122157588,0.048475233562488985,0.02203419707385863,0.028644456196016216,0.05728891239203243,0.22526580948435665,0.06054409194459433,0.15841954120596602,0.12236338567439263,0.1235740297820814,0.07432877774046702,0.01881087934144767,0.08472199341854111,0.004926724835185993,0.012064637276956306,0.010332449270713572,0.0069670572222129586,0.007943404819322172,0.011232061338650907
-0.05000000074505806,41035,64.12818325819423,1.7107347386377485,14.429145851102717,6.416473741927622,6.616303155842573,2.658705982697697,0.14621664432801268,3.6091141708297796,0.0219324966492019,0.10722553917387595,0.04873888144267089,0.041428049226270254,0.017058608504934812,0.04873888144267089,0.23676850696031018,0.06401284988084043,0.17346266975184663,0.12096805408344134,0.12270605973625426,0.07941572320346738,0.018862682282376902,0.09207486212868006,0.007310030448420843,0.016156189492088285,0.010895689015848394,0.01004569629835507,0.006446998019400251,0.010895689015848394
0.05000000074505806,37657,65.12467801471175,1.6676846270281753,15.126005789096316,5.770507475369785,5.5527524762992275,2.6343043789999205,0.12481079215019784,3.701834984199485,0.015933292614918874,0.09028865815120694,0.04779987784475662,0.03717768276814404,0.03717768276814404,0.06904426799798179,0.2455890778089538,0.06599062417815069,0.18464034048857586,0.12016488382472436,0.11801194031474949,0.08253023908068728,0.018194160358541208,0.09729593016217468,0.0065042212412706,0.015477385230603125,0.011263846236784872,0.009934306480493944,0.009934306480493944,0.013536019649185629
