,Concentration (Al)
Distance (nm),Ion Count,Ni ion%,Mo ion%,Nb ion%,Cr ion%,Fe ion%,Al ion%,Si ion%,Ti ion%,H2 ion%,O ion%,H ion%,P ion%,Ni ion% Sigma,Mo ion% Sigma,Nb ion% Sigma,Cr ion% Sigma,Fe ion% Sigma,Al ion% Sigma,Si ion% Sigma,Ti ion% Sigma,H2 ion% Sigma,O ion% Sigma,H ion% Sigma,P ion% Sigma
-3.0500000454485416,107208,47.72031937915081,2.0968584433997464,4.154540705917468,22.598127005447356,22.195172002089397,0.4057533019923887,0.2639728378479218,0.5120886501007388,0.0027982986344302664,0.004663831057383778,0.029848518767256176,0.015857025595104844,0.15254730398059252,0.043759189874337294,0.060944382858303954,0.12773160240413284,0.12691674749233145,0.01941487326045445,0.01567083204301202,0.021799379638426666,0.0016155758650681779,0.0020856800179794494,0.005275734966498093,0.003845588679669668
-2.9500000439584255,109646,47.607755868887146,2.0456742608029477,4.204439742443864,22.548018167557412,22.382029440198455,0.4003794028053919,0.2544552468854313,0.5043503638983639,0.003648103897999015,0.00729620779599803,0.02462470131149335,0.01732849351549532,0.15082591172717413,0.0427497573282915,0.06060805690811892,0.12620427290779265,0.12587354879036536,0.01907077355377808,0.015214443162294864,0.021393006290181208,0.0018240186770409293,0.0025795048965797226,0.0047384424555475075,0.003975084600822574
-2.8500000424683094,110803,47.79202729167983,2.0595110240697454,4.1118020270209295,22.43711812857053,22.45065566816783,0.38897863776251546,0.24096820483199916,0.444031298791549,0.009025026398202214,0.013537539597303323,0.032490095033527976,0.01985505807604487,0.1500618795593915,0.04266654091235563,0.05965171264439845,0.12532414378526843,0.12535100495331186,0.01869996581240041,0.014729236121307734,0.019973983350193035,0.002853835147741297,0.003495141091854457,0.005414136095562087,0.0042326923407499635
-2.7500000409781933,111823,47.75940548903178,2.043407885676471,4.138683455103155,22.48195809448861,22.34245191060873,0.4095758475447806,0.25844414834157553,0.5007914293123954,0.0026828112284592617,0.013414056142296307,0.028616653103565454,0.02056821941818767,0.14937156859273315,0.04230861383386265,0.05956446294451632,0.12483975114622108,0.12456375262512073,0.019098989529547066,0.015182939140809357,0.021109244359172632,0.001548901007472766,0.003463262097614492,0.005058033490784217,0.004288329135664161
-2.650000039488077,112767,47.617654100933784,2.024528452472798,4.134188193354438,22.692809066482216,22.305284347371128,0.39373220889089894,0.28288417710855124,0.48684455558807094,0.003547137017035125,0.007981058288329032,0.03015066464479857,0.02039603784795197,0.148725506480183,0.04194011433784008,0.05928379337237345,0.12472774267555499,0.1239677187434958,0.018648881614854687,0.015816055090210952,0.020727379265636968,0.001773537052786072,0.002660246598505708,0.005170016754193027,0.004252434150563233
-2.550000037997961,113508,47.98164006061247,1.9875251083624064,4.146844275293372,22.243366106353736,22.457447933185325,0.3902808612608803,0.2625365612996441,0.47485639778694017,0.004404975860732283,0.00792895654931811,0.02114388413151496,0.022024879303661416,0.14828684879763818,0.04142702571803932,0.05917644007298955,0.12343995224701518,0.12386169250954435,0.018506583428293023,0.015188357816601192,0.020404892801640907,0.001969921704047385,0.002642880733775684,0.004315520968489866,0.004404490738710586
-2.450000036507845,113563,47.66957547792855,2.0719776687829663,4.104329755290015,22.559284273927247,22.377006595458028,0.41122548717451984,0.2439174731206467,0.49311835721141567,0.010566821940244622,0.010566821940244622,0.029939328830693095,0.01849193839542809,0.1482106263762792,0.04226954750949508,0.0588711058976454,0.12403061843095471,0.12367381558184747,0.01899007926951239,0.01463769590913257,0.020786612254200493,0.0030502175775365455,0.0030502175775365455,0.0051337838517576066,0.004034898665788207
-2.350000035017729,113253,47.84950509037289,2.0440959621378685,4.142936610950703,22.33141726929971,22.390576850061368,0.4317766416783661,0.2498830053067027,0.4900532436226855,0.006180851721367204,0.003531915269352688,0.03620213151086506,0.023840428068130647,0.1484373131819869,0.04204758829403822,0.059216310742890695,0.12375306842436858,0.12386967880229661,0.019483415552243234,0.014835432421608199,0.02075056964504642,0.002336070165751355,0.0017659264483372982,0.005652799571566765,0.0045875455778614715
-2.2500000335276127,112833,47.88138221974068,2.0082777201705175,4.074162700628362,22.385295082112503,22.326801556282295,0.45288169241268067,0.2995577534941019,0.4998537661854245,0.009748920971701542,0.009748920971701542,0.032791825086632455,0.019497841943403083,0.14871737684998143,0.04176269465214182,0.05885304204171804,0.12408958996279831,0.12397404828312286,0.01998888921786409,0.01626937079268951,0.020994970860258425,0.0029392669864757004,0.0029392669864757004,0.005390058869390964,0.004156548591818341
-2.1500000320374966,111537,48.262011709118944,2.0360956453912156,4.220124263697248,22.067116741529716,22.170221540833985,0.4016604355505348,0.2474515183302402,0.5217999408268109,0.008965634722110151,0.007172507777688122,0.03406941194401858,0.023310650277486394,0.14962287652446066,0.042288536034302646,0.060199138286773306,0.12417200356995257,0.12437939328249038,0.018938522618881036,0.014876390908286668,0.021572798774269625,0.002835055540187454,0.002535773499690255,0.005525846870288406,0.004571061774703754
-2.0500000305473804,109691,48.168947315641205,2.080389457658331,4.244650882934789,22.14949266576109,22.072913912718455,0.41024331987127477,0.2771421538685945,0.5187298866816785,0.006381562753553164,0.009116518219361661,0.04102433198712748,0.020967991904531823,0.15086659705213032,0.04309448182230516,0.06087192164675653,0.12537966850400734,0.12522428348281425,0.019299346201276935,0.01587315123230304,0.0216898125216558,0.0024119270401196154,0.0028827647774871817,0.006114291777284467,0.004371670148116694
-1.9500000290572643,108846,48.179078698344455,1.9697554342832995,4.2895466990059345,22.21579111772596,22.022857982838136,0.4373151057457325,0.2811311394079709,0.5512375282509233,0.005512375282509233,0.005512375282509233,0.027561876412546166,0.01469966742002462,0.1514521955587983,0.042119185077454456,0.06141566374594233,0.1259999504464403,0.12560712031500712,0.0200004285993204,0.016048591079290075,0.022442066404225535,0.002250355758887972,0.002250355758887972,0.005031393629497101,0.0036746467448016407
-1.8500000275671482,107064,48.34678323245909,2.0062766195920196,4.443136815362774,21.921467533437944,21.91866547112008,0.45393409549428376,0.2484495255174475,0.5846970036613613,0.01214227004408578,0.010274228498841815,0.030822685496525445,0.02335051931554958,0.1527252151871198,0.04285216843673443,0.06297295212606574,0.12643837360163326,0.12643256112150034,0.02054408107526001,0.015214482351423057,0.023300772622811734,0.003367455326657486,0.0030976373077544208,0.005364713875877289,0.004669558584524406
-1.750000026077032,103886,48.69761084265445,1.9608031881100436,4.500125137169589,21.79311938085979,21.634291434842037,0.4861097741755385,0.2820399283830352,0.5583042950926977,0.010588529734516681,0.018289278632346997,0.030802995591321256,0.02791521475463489,0.1550758286266752,0.04301682594125958,0.06431839288711261,0.1280865914166398,0.12774851427131523,0.02157896032358447,0.016453696354410192,0.023117519511539085,0.0031923928102015435,0.00419546456666629,0.005444413050947654,0.005183001669629487
